0.000000000000000000e+00,0.000000000000000000e+00
1.638400000000000102e-05,2.359015710399736329e-02
3.276800000000000204e-05,4.581822450764959365e-02
4.915199999999999967e-05,6.673704544927949733e-02
6.553600000000000408e-05,8.639763215993467860e-02
8.192000000000000171e-05,1.048491658633874390e-01
9.830399999999999935e-05,1.221389967761347950e-01
1.146879999999999970e-04,1.383149483444301442e-01
1.310720000000000082e-04,1.534224770672809324e-01
1.474559999999999922e-04,1.675013355593452657e-01
1.638400000000000034e-04,1.805902395348328027e-01
1.802239999999999875e-04,1.927269041303427133e-01
1.966079999999999987e-04,2.039480439048640403e-01
2.129920000000000099e-04,2.142893728397754216e-01
2.293759999999999940e-04,2.237856043388451177e-01
2.457599999999999780e-04,2.324704512282311786e-01
2.621440000000000163e-04,2.403766257564813880e-01
2.785280000000000004e-04,2.475358395945330137e-01
2.949119999999999845e-04,2.539788038357132516e-01
3.112960000000000228e-04,2.597352289957388649e-01
3.276800000000000069e-04,2.648338250127162397e-01
3.440639999999999909e-04,2.693023012471414956e-01
3.604479999999999750e-04,2.731673664819007086e-01
3.768320000000000133e-04,2.764551443719412971e-01
3.932159999999999974e-04,2.791890213654659170e-01
4.095999999999999815e-04,2.813898208688025426e-01
4.259840000000000198e-04,2.830778898762416618e-01
4.423680000000000038e-04,2.842731123864690734e-01
4.587519999999999879e-04,2.849949094025655549e-01
4.751360000000000262e-04,2.852622389320069174e-01
4.915199999999999561e-04,2.850935959866641167e-01
5.079039999999999944e-04,2.845070125828032537e-01
5.242880000000000327e-04,2.835200577410854073e-01
5.406719999999999625e-04,2.821498374865667458e-01
5.570560000000000008e-04,2.804129948486986379e-01
5.734400000000000391e-04,2.783257098613274305e-01
5.898239999999999690e-04,2.759036995626946154e-01
6.062080000000000073e-04,2.731622179954366070e-01
6.225920000000000456e-04,2.701160562065851867e-01
6.389759999999999754e-04,2.667795422475670031e-01
6.553600000000000137e-04,2.631665411742039051e-01
6.717440000000000520e-04,2.592904550467126645e-01
6.881279999999999819e-04,2.551639133315211083e-01
7.045120000000000202e-04,2.507974275478454529e-01
7.208959999999999500e-04,2.462007587067941705e-01
7.372799999999999883e-04,2.413834735635010942e-01
7.536640000000000266e-04,2.363549399113442362e-01
7.700479999999999565e-04,2.311243265819458714e-01
7.864319999999999948e-04,2.257006034451722598e-01
8.028160000000000331e-04,2.200925414091340349e-01
8.191999999999999629e-04,2.143087124201859817e-01
8.355840000000000012e-04,2.083574894629269258e-01
8.519680000000000395e-04,2.022470465602000389e-01
8.683519999999999694e-04,1.959853587730926439e-01
8.847360000000000077e-04,1.895802022009361321e-01
9.011200000000000460e-04,1.830391539813062129e-01
9.175039999999999758e-04,1.763695922900228030e-01
9.338880000000000141e-04,1.695786963411497483e-01
9.502720000000000524e-04,1.626734463869953240e-01
9.666559999999999823e-04,1.556606237181120123e-01
9.830399999999999121e-04,1.485468106632962804e-01
9.994240000000000589e-04,1.413383905895888304e-01
1.015807999999999989e-03,1.340415479022747935e-01
1.032191999999999919e-03,1.266622497021708538e-01
1.048576000000000065e-03,1.192053279033520041e-01
1.064959999999999995e-03,1.116748567517854007e-01
1.081343999999999925e-03,1.040749732903845648e-01
1.097728000000000072e-03,9.640973348318332414e-02
1.114112000000000002e-03,8.868311221533606292e-02
1.130495999999999931e-03,8.089900329311713878e-02
1.146880000000000078e-03,7.306121944392120204e-02
1.163264000000000008e-03,6.517349231626348716e-02
1.179647999999999938e-03,5.723947247977920205e-02
1.196032000000000085e-03,4.926272942522380571e-02
1.212416000000000015e-03,4.124675156447341062e-02
1.228799999999999944e-03,3.319494623052401949e-02
1.245184000000000091e-03,2.511063967749198322e-02
1.261568000000000021e-03,1.699707708061425071e-02
1.277951999999999951e-03,8.857422536247633316e-03
1.294336000000000098e-03,6.947590618693322284e-04
1.310720000000000027e-03,-7.487911403922908882e-03
1.327103999999999957e-03,-1.568766800141141449e-02
1.343488000000000104e-03,-2.390167094975809148e-02
1.359872000000000034e-03,-3.212716154700440141e-02
1.376255999999999964e-03,-4.036146217007172132e-02
1.392639999999999894e-03,-4.860197627476117721e-02
1.409024000000000040e-03,-5.684618839575369953e-02
1.425407999999999970e-03,-6.509166414660944033e-02
1.441791999999999900e-03,-7.333608824207658861e-02
1.458176000000000047e-03,-8.157841126392570419e-02
1.474559999999999977e-03,-8.981731439299858732e-02
1.490943999999999907e-03,-9.805104714262495580e-02
1.507328000000000053e-03,-1.062779052100703836e-01
1.523711999999999983e-03,-1.144962304765360095e-01
1.540095999999999913e-03,-1.227044110071591337e-01
1.556480000000000060e-03,-1.309008810510129683e-01
1.572863999999999990e-03,-1.390841210411062345e-01
1.589247999999999919e-03,-1.472526575943839122e-01
1.605632000000000066e-03,-1.554050635117267543e-01
1.622015999999999996e-03,-1.635399577779511615e-01
1.638399999999999926e-03,-1.716560055618095992e-01
1.654784000000000073e-03,-1.797519182159905693e-01
1.671168000000000002e-03,-1.878264532771179718e-01
1.687551999999999932e-03,-1.958784144657520487e-01
1.703936000000000079e-03,-2.039066516863887180e-01
1.720320000000000009e-03,-2.119100610274596008e-01
1.736703999999999939e-03,-2.198875847613324941e-01
1.753088000000000085e-03,-2.278382113443110091e-01
1.769472000000000015e-03,-2.357609754166343496e-01
1.785855999999999945e-03,-2.436549578024778673e-01
1.802240000000000092e-03,-2.515192855099528391e-01
1.818624000000000022e-03,-2.593531317311060791e-01
1.835007999999999952e-03,-2.671557158419205491e-01
1.851392000000000098e-03,-2.749263034023150531e-01
1.867776000000000028e-03,-2.826642061561441266e-01
1.884159999999999958e-03,-2.903689117020041288e-01
1.900544000000000105e-03,-2.980412531912597363e-01
1.916928000000000035e-03,-3.056806290405184034e-01
1.933311999999999965e-03,-3.132859672587539612e-01
1.949695999999999894e-03,-3.208562428726932647e-01
1.966079999999999824e-03,-3.283904779268161378e-01
1.982464000000000188e-03,-3.358877414833557062e-01
1.998848000000000118e-03,-3.433471496222974539e-01
2.015232000000000048e-03,-3.507678654413806663e-01
2.031615999999999977e-03,-3.581490990560973753e-01
2.047999999999999907e-03,-3.654901075996925264e-01
2.064383999999999837e-03,-3.727901952231643667e-01
2.080768000000000201e-03,-3.800487130952642234e-01
2.097152000000000131e-03,-3.872650594024959481e-01
2.113536000000000060e-03,-3.944386793491169163e-01
2.129919999999999990e-03,-4.015690651571375280e-01
2.146303999999999920e-03,-4.086557560663210409e-01
2.162687999999999850e-03,-4.156983383341839033e-01
2.179072000000000214e-03,-4.226964452359956992e-01
2.195456000000000144e-03,-4.296497570647785924e-01
2.211840000000000073e-03,-4.365580011313081599e-01
2.228224000000000003e-03,-4.434209517641131137e-01
2.244607999999999933e-03,-4.502384303094749685e-01
2.260991999999999863e-03,-4.570103051314284848e-01
2.277375999999999793e-03,-4.637364916117612257e-01
2.293760000000000156e-03,-4.704169521500142226e-01
2.310144000000000086e-03,-4.770516961634808650e-01
2.326528000000000016e-03,-4.836407800872082330e-01
2.342911999999999946e-03,-4.901843073739960421e-01
2.359295999999999876e-03,-4.966824284943973655e-01
2.375679999999999806e-03,-5.031353409367180785e-01
2.392064000000000169e-03,-5.095432892070175246e-01
2.408448000000000099e-03,-5.159065648291071282e-01
2.424832000000000029e-03,-5.222255063445524481e-01
2.441215999999999959e-03,-5.285006226758895975e-01
2.457599999999999889e-03,-5.349395032083797963e-01
2.473983999999999819e-03,-5.416992800959291587e-01
2.490368000000000182e-03,-5.487357118002126333e-01
2.506752000000000112e-03,-5.560063948897837616e-01
2.523136000000000042e-03,-5.634707640400760109e-01
2.539519999999999972e-03,-5.710900920334018860e-01
2.555903999999999902e-03,-5.788274897589528178e-01
2.572287999999999832e-03,-5.866479062127997191e-01
2.588672000000000195e-03,-5.945181284978929837e-01
2.605056000000000125e-03,-6.024067818240612660e-01
2.621440000000000055e-03,-6.102843295080134789e-01
2.637823999999999985e-03,-6.181230729733372398e-01
2.654207999999999915e-03,-6.258971517504993143e-01
2.670591999999999844e-03,-6.335825434768460607e-01
2.686976000000000208e-03,-6.411570638966028746e-01
2.703360000000000138e-03,-6.486003668608739670e-01
2.719744000000000068e-03,-6.558939443276433634e-01
2.736127999999999998e-03,-6.630211263617740158e-01
2.752511999999999927e-03,-6.699670811350081356e-01
2.768895999999999857e-03,-6.767188149259671937e-01
2.785279999999999787e-03,-6.832651721201516981e-01
2.801664000000000151e-03,-6.895968352099417498e-01
2.818048000000000081e-03,-6.957063247945960427e-01
2.834432000000000011e-03,-7.015879995802529745e-01
2.850815999999999940e-03,-7.072380563799303133e-01
2.867199999999999870e-03,-7.126545301135244204e-01
2.883583999999999800e-03,-7.178372938078114718e-01
2.899968000000000164e-03,-7.227880585964465698e-01
2.916352000000000094e-03,-7.275103737199637433e-01
2.932736000000000023e-03,-7.320096265257769463e-01
2.949119999999999953e-03,-7.362930424681788377e-01
2.965503999999999883e-03,-7.403696851083414465e-01
2.981887999999999813e-03,-7.442504561143158393e-01
2.998272000000000177e-03,-7.479480952610326749e-01
3.014656000000000106e-03,-7.514838959039115140e-01
3.031040000000000036e-03,-7.548958223378059440e-01
3.047423999999999966e-03,-7.582064741004549413e-01
3.063807999999999896e-03,-7.614361423568543064e-01
3.080191999999999826e-03,-7.646038767443084083e-01
3.096576000000000189e-03,-7.677274853724299630e-01
3.112960000000000119e-03,-7.708235348231402551e-01
3.129344000000000049e-03,-7.739073501506693598e-01
3.145727999999999979e-03,-7.769930148815555881e-01
3.162111999999999909e-03,-7.800933710146459310e-01
3.178495999999999839e-03,-7.832200190210959478e-01
3.194880000000000202e-03,-7.863833178443696559e-01
3.211264000000000132e-03,-7.895923849002395301e-01
3.227648000000000062e-03,-7.928550960767866140e-01
3.244031999999999992e-03,-7.961780857344008533e-01
3.260415999999999922e-03,-7.995667467057802069e-01
3.276799999999999852e-03,-8.030252302959314248e-01
3.293184000000000215e-03,-8.065564462821699365e-01
3.309568000000000145e-03,-8.101620629141191854e-01
3.325952000000000075e-03,-8.138425069137118495e-01
3.342336000000000005e-03,-8.175969634751885096e-01
3.358719999999999935e-03,-8.214233762650986481e-01
3.375103999999999865e-03,-8.253184474223004274e-01
3.391487999999999794e-03,-8.292776375579600234e-01
3.407872000000000158e-03,-8.332951657555526248e-01
3.424256000000000088e-03,-8.373640095708616560e-01
3.440640000000000018e-03,-8.414759050319793321e-01
3.457023999999999948e-03,-8.456213466393061040e-01
3.473407999999999878e-03,-8.497895873655513244e-01
3.489791999999999807e-03,-8.539686386557325815e-01
3.506176000000000171e-03,-8.581452704271761434e-01
3.522560000000000101e-03,-8.623050110695166248e-01
3.538944000000000031e-03,-8.664321474446974314e-01
3.555327999999999961e-03,-8.705109075321187939e-01
3.571711999999999890e-03,-8.745168127383812218e-01
3.588095999999999820e-03,-8.783934860102344810e-01
3.604480000000000184e-03,-8.820859422227226299e-01
3.620864000000000114e-03,-8.855450508076987415e-01
3.637248000000000044e-03,-8.887275357538253484e-01
3.653631999999999973e-03,-8.915959756065746644e-01
3.670015999999999903e-03,-8.941188034682280295e-01
3.686399999999999833e-03,-8.962703069978762427e-01
3.702784000000000197e-03,-8.980306284114195625e-01
3.719168000000000127e-03,-8.993857644815674846e-01
3.735552000000000056e-03,-9.003275665378389636e-01
3.751935999999999986e-03,-9.008537404665625248e-01
3.768319999999999916e-03,-9.009678467108758193e-01
3.784703999999999846e-03,-9.006793002707260687e-01
3.801088000000000210e-03,-9.000033707028696206e-01
3.817472000000000140e-03,-8.989611821208727260e-01
3.833856000000000069e-03,-8.975797131951105401e-01
3.850239999999999999e-03,-8.958917971527677881e-01
3.866623999999999929e-03,-8.939361217778386548e-01
3.883007999999999859e-03,-8.917572294111265618e-01
3.899391999999999789e-03,-8.894055169502443903e-01
3.915776000000000152e-03,-8.869372358496144804e-01
3.932159999999999649e-03,-8.844144921204686316e-01
3.948544000000000012e-03,-8.819052463308477696e-01
3.964928000000000376e-03,-8.794833136056022793e-01
3.981311999999999872e-03,-8.771791682966280090e-01
3.997696000000000235e-03,-8.749479106895442504e-01
4.014079999999999732e-03,-8.727851878373797945e-01
4.030464000000000095e-03,-8.706875933228580555e-01
4.046847999999999591e-03,-8.686519793719938987e-01
4.063231999999999955e-03,-8.666754568540924186e-01
4.079616000000000318e-03,-8.647553952817501610e-01
4.095999999999999815e-03,-8.628894228108544562e-01
4.112384000000000178e-03,-8.610754262405829751e-01
4.128767999999999674e-03,-8.593115510134050616e-01
4.145152000000000038e-03,-8.575962012150804004e-01
4.161536000000000401e-03,-8.559280395746596826e-01
4.177919999999999898e-03,-8.543059874644846063e-01
4.194304000000000261e-03,-8.527292249001874325e-01
4.210687999999999757e-03,-8.511971905406918726e-01
4.227072000000000121e-03,-8.497095816882117569e-01
4.243455999999999617e-03,-8.482663542882523666e-01
4.259839999999999981e-03,-8.468677229296096565e-01
4.276224000000000344e-03,-8.455141608443705881e-01
