time,pressure,voltage,power
0,1.12925,0.334377,1.5352737295325371E-07
3.2768E-05,1.12801,0.341807,1.6042606452101495E-07
6.5536E-05,1.12677,0.341807,1.6042606452101495E-07
9.8304E-05,1.13173,0.341807,1.6042606452101495E-07
0.000131072,1.139165,0.346761,1.6511005347958207E-07
0.00016384,1.140405,0.349238,1.6747732267534327E-07
0.000196608,1.142885,0.349238,1.6747732267534327E-07
0.000229376,1.145365,0.354192,1.722624104998209E-07
0.000262144,1.146605,0.354192,1.722624104998209E-07
0.000294912,1.14908,0.356669,1.7468022912853731E-07
0.00032768,1.15032,0.356669,1.7468022912853731E-07
0.000360448,1.1528,0.359145,1.7711391125820897E-07
0.000393216,1.15404,0.361622,1.7956542270638808E-07
0.000425984,1.15652,0.361622,1.7956542270638808E-07
0.000458752,1.15652,0.364099,1.8203378396555221E-07
0.00049152,1.15776,0.366576,1.8451899503570148E-07
0.000524288,1.159,0.366576,1.8451899503570148E-07
0.000557056,1.159,0.366576,1.8451899503570148E-07
0.000589824,1.159,0.369053,1.8702105591683583E-07
0.000622592,1.16148,0.369053,1.8702105591683583E-07
0.00065536,1.16148,0.369053,1.8702105591683583E-07
0.000688128,1.16148,0.37153,1.8953996660895525E-07
0.000720896,1.16148,0.369053,1.8702105591683583E-07
0.000753664,1.162715,0.37153,1.8953996660895525E-07
0.000786432,1.16148,0.366576,1.8451899503570148E-07
0.0008192,1.159,0.366576,1.8451899503570148E-07
0.000851968,1.114375,0.369053,1.8702105591683583E-07
0.000884736,1.083385,0.366576,1.8451899503570148E-07
0.000917504,1.07471,0.364099,1.8203378396555221E-07
0.000950272,1.075945,0.366576,1.8451899503570148E-07
0.00098304,1.07471,0.366576,1.8451899503570148E-07
0.001015808,1.09082,0.364099,1.8203378396555221E-07
0.001048576,1.09206,0.364099,1.8203378396555221E-07
0.001081344,1.09702,0.364099,1.8203378396555221E-07
0.001114112,1.10198,0.364099,1.8203378396555221E-07
0.00114688,1.105695,0.364099,1.8203378396555221E-07
0.001179648,1.110655,0.364099,1.8203378396555221E-07
0.001212416,1.113135,0.359145,1.7711391125820897E-07
0.001245184,1.116855,0.359145,1.7711391125820897E-07
0.001277952,1.11933,0.356669,1.7468022912853731E-07
0.00131072,1.12181,0.356669,1.7468022912853731E-07
0.001343488,1.12429,0.356669,1.7468022912853731E-07
0.001376256,1.12553,0.354192,1.722624104998209E-07
0.001409024,1.12677,0.354192,1.722624104998209E-07
0.001441792,1.12801,0.354192,1.722624104998209E-07
0.00147456,1.12925,0.354192,1.722624104998209E-07
0.001507328,1.12925,0.354192,1.722624104998209E-07
0.001540096,1.13049,0.354192,1.722624104998209E-07
0.001572864,1.13173,0.354192,1.722624104998209E-07
0.001605632,1.132965,0.351715,1.6986144168208956E-07
0.0016384,1.132965,0.351715,1.6986144168208956E-07
0.001671168,1.132965,0.349238,1.6747732267534327E-07
0.001703936,1.132965,0.351715,1.6986144168208956E-07
0.001736704,1.105695,0.351715,1.6986144168208956E-07
0.001769472,1.06231,0.354192,1.722624104998209E-07
0.00180224,1.048675,0.351715,1.6986144168208956E-07
0.001835008,1.047435,0.351715,1.6986144168208956E-07
0.001867776,1.04372,0.351715,1.6986144168208956E-07
0.001900544,1.059835,0.354192,1.722624104998209E-07
0.001933312,1.06231,0.354192,1.722624104998209E-07
0.00196608,1.06727,0.354192,1.722624104998209E-07
0.001998848,1.07223,0.354192,1.722624104998209E-07
0.002031616,1.075945,0.356669,1.7468022912853731E-07
0.002064384,1.079665,0.356669,1.7468022912853731E-07
