time,pressure,voltage,power
0,0.4574015,0.713337,6.987189574977313E-07
1.6384E-05,0.46112,0.713337,6.987189574977313E-07
3.2768E-05,0.46112,0.71086,6.9387490213731352E-07
4.9152E-05,0.46112,0.708383,6.8904769658788057E-07
6.5536E-05,0.4635995,0.708383,6.8904769658788057E-07
8.192E-05,0.4660785,0.70343,6.7944576672835824E-07
9.8304E-05,0.467318,0.70343,6.7944576672835824E-07
0.000114688,0.4685575,0.700953,6.7466910380937325E-07
0.000131072,0.4697975,0.698476,6.699092907013731E-07
0.000147456,0.471037,0.698476,6.699092907013731E-07
0.00016384,0.4722765,0.691045,6.557309502432836E-07
0.000180224,0.473516,0.688568,6.5103853637922377E-07
0.000196608,0.475995,0.688568,6.5103853637922377E-07
0.000212992,0.475995,0.686092,6.4636485651773138E-07
0.000229376,0.478474,0.683615,6.4170613547313434E-07
0.00024576,0.478474,0.678661,6.3243924281689543E-07
0.000262144,0.478474,0.678661,6.3243924281689543E-07
0.000278528,0.479714,0.676184,6.2783107120525376E-07
0.000294912,0.4809535,0.67123,6.1866527741492538E-07
0.000311296,0.482193,0.673707,6.2323974940459694E-07
0.00032768,0.4834325,0.67123,6.1866527741492538E-07
0.000344064,0.4834325,0.666277,6.09568712642806E-07
0.000360448,0.484672,0.6638,6.0504478328358193E-07
0.000376832,0.484672,0.661323,6.0053770373534327E-07
0.000393216,0.4859115,0.658846,5.9604747399808967E-07
0.0004096,0.4859115,0.656369,5.915740940718209E-07
0.000425984,0.4859115,0.653892,5.871175639565374E-07
0.000442368,0.487151,0.651415,5.8267788365223874E-07
0.000458752,0.487151,0.648939,5.7825683531838809E-07
0.000475136,0.487151,0.646462,5.7385084783355212E-07
0.00049152,0.4896305,0.643985,5.6946171015970153E-07
0.000507904,0.4896305,0.639031,5.6073398424495528E-07
0.000524288,0.4896305,0.639031,5.6073398424495528E-07
0.000540672,0.49087,0.636554,5.5639539600405962E-07
0.000557056,0.49087,0.636554,5.5639539600405962E-07
