time,pressure,voltage,power
0,0.75242,-1.56042,2.9031626103230767E-06
1.6384E-05,0.74622,-1.5629,2.9123980273076919E-06
3.2768E-05,0.742505,-1.57281,2.9494488530423078E-06
4.9152E-05,0.737545,-1.58272,2.9867338673230764E-06
6.5536E-05,0.732585,-1.58272,2.9867338673230764E-06
8.192E-05,0.728865,-1.58519,2.9960633622730778E-06
9.8304E-05,0.72515,-1.5951,3.0336409350000004E-06
0.000114688,0.72267,-1.60253,3.0619682472269233E-06
0.000131072,0.71895,-1.61244,3.09995559083077E-06
0.000147456,0.71523,-1.61987,3.1285901278423076E-06
0.00016384,0.713995,-1.61739,3.119017799042308E-06
0.000180224,0.710275,-1.60996,3.0904272019076928E-06
0.000196608,0.709035,-1.60749,3.0809518116576927E-06
0.000212992,0.706555,-1.61244,3.09995559083077E-06
0.000229376,0.704075,-1.61739,3.119017799042308E-06
0.00024576,0.701595,-1.62235,3.1381771229807694E-06
0.000262144,0.69912,-1.61987,3.1285901278423076E-06
0.000278528,0.69664,-1.61987,3.1285901278423076E-06
0.000294912,0.69664,-1.61987,3.1285901278423076E-06
0.000311296,0.69416,-1.6273,3.157356307307692E-06
0.00032768,0.69168,-1.63968,3.205579445169231E-06
0.000344064,0.69168,-1.65207,3.2542074550730771E-06
0.000360448,0.69044,-1.65455,3.263984876057692E-06
0.000376832,0.68796,-1.65702,3.2737374497076921E-06
0.000393216,0.68796,-1.66445,3.3031618414423078E-06
0.0004096,0.68672,-1.67436,3.3426124499076929E-06
0.000425984,0.684245,-1.68179,3.3723440664269231E-06
0.000442368,0.684245,-1.68427,3.3822972469192304E-06
0.000458752,0.684245,-1.68675,3.39226509375E-06
0.000475136,0.683005,-1.67931,3.3624055522730775E-06
0.00049152,0.681765,-1.67931,3.3624055522730775E-06
0.000507904,0.680525,-1.68179,3.3723440664269231E-06
0.000524288,0.680525,-1.68427,3.3822972469192304E-06
0.000540672,0.679285,-1.68675,3.39226509375E-06
0.000557056,0.678045,-1.68427,3.3822972469192304E-06
0.00057344,0.678045,-1.68675,3.39226509375E-06
0.000589824,0.676805,-1.69418,3.4222162324769232E-06
0.000606208,0.676805,-1.70408,3.4623287707076925E-06
0.000622592,0.676805,-1.71399,3.5027158970423075E-06
0.000638976,0.675565,-1.72142,3.533149665707692E-06
0.00065536,0.675565,-1.71894,3.522976785830769E-06
0.000671744,0.675565,-1.7239,3.543337211923077E-06
0.000688128,0.675565,-1.73381,3.5841927153500006E-06
0.000704512,0.69416,-1.74124,3.6149776486769228E-06
0.000720896,0.74746,-1.74619,3.6355601922730766E-06
0.00073728,0.78465,-1.74867,3.645894224457692E-06
0.000753664,0.8082,-1.75114,3.6562011649076922E-06
0.000770048,0.820595,-1.75362,3.6665644706307692E-06
0.000786432,0.826795,-1.75857,3.6872931458423076E-06
0.000802816,0.83051,-1.766,3.7185167692307693E-06
