time,pressure,voltage,power
0,0.60615,-1.33008,1.9460240870399998E-06
3.2768E-05,0.60615,-1.33008,1.9460240870399998E-06
6.5536E-05,0.60491,-1.33255,1.95325845275E-06
9.8304E-05,0.60243,-1.33255,1.95325845275E-06
0.000131072,0.60243,-1.32512,1.93153731584E-06
0.00016384,0.60119,-1.32512,1.93153731584E-06
0.000196608,0.60119,-1.3276,1.9387739359999994E-06
0.000229376,0.59995,-1.33998,1.97510104044E-06
0.000262144,0.59995,-1.35237,2.0117950785900005E-06
0.000294912,0.619785,-1.3598,2.0339616439999997E-06
0.00032768,0.678045,-1.36228,2.0413874782399997E-06
0.000360448,0.704075,-1.36228,2.0413874782399997E-06
0.000393216,0.711515,-1.36228,2.0413874782399997E-06
0.000425984,0.709035,-1.36723,2.05624966019E-06
0.000458752,0.705315,-1.37466,2.07865912716E-06
0.00049152,0.69912,-1.37466,2.07865912716E-06
0.000524288,0.69168,-1.37466,2.07865912716E-06
0.000557056,0.684245,-1.37466,2.07865912716E-06
0.000589824,0.679285,-1.37714,2.08616603756E-06
0.000622592,0.674325,-1.38457,2.1087374933900004E-06
0.00065536,0.66937,-1.38952,2.12384241344E-06
0.000688128,0.66565,-1.38952,2.12384241344E-06
0.000720896,0.66193,-1.38704,2.1162679577600004E-06
0.000753664,0.65821,-1.38457,2.1087374933900004E-06
0.000786432,0.65697,-1.38457,2.1087374933900004E-06
0.0008192,0.653255,-1.38704,2.1162679577600004E-06
0.000851968,0.650775,-1.39695,2.1466162327499997E-06
0.000884736,0.649535,-1.40438,2.16951150284E-06
0.000917504,0.647055,-1.41181,2.19252822371E-06
0.000950272,0.645815,-1.41677,2.20796095619E-06
0.00098304,0.645815,-1.41429,2.20023782451E-06
0.001015808,0.643335,-1.40934,2.18486315916E-06
0.001048576,0.6421,-1.41429,2.20023782451E-06
0.001081344,0.6421,-1.41677,2.20796095619E-06
0.001114112,0.6421,-1.42172,2.2234165342400002E-06
0.00114688,0.64086,-1.42915,2.24671669475E-06
0.001179648,0.6421,-1.4242,2.231180204E-06
0.001212416,0.700355,-1.41924,2.2156663953600004E-06
0.001245184,0.74374,-1.42172,2.2234165342400002E-06
0.001277952,0.758615,-1.41677,2.20796095619E-06
0.00131072,0.761095,-1.42172,2.2234165342400002E-06
0.001343488,0.75366,-1.43906,2.27798305196E-06
0.001376256,0.75366,-1.45144,2.3173458809600007E-06
0.001409024,0.742505,-1.45887,2.3411318445900006E-06
